what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368919495004
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368919496422
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368919496422
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368919497883
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368919497883
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368919696626
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1368919709215
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368919719991
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368919726801
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368919729693
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368919750863
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368919752524
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1368919755821
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368919757207
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368919834962
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368919879916
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368919879916
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368919882630
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368919882630
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368919884015
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368919884015
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1368919888184
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368919888459
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368919905012
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368919915390
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1368919917664
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368919918823
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368919920618
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368919925177
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368919964455
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368920004669
