what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1375897305219
started,bundle,org.python.pydev.core,2.5.0.2012040618,"org.python.pydev.core",1375897305239
started,bundle,org.python.pydev.debug,2.5.0.2012040618,"org.python.pydev.debug",1375897305242
opened,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1375897305354
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1375897306473
started,bundle,com.python.pydev.analysis,2.5.0.2012040618,"com.python.pydev.analysis",1375897306572
started,bundle,org.python.pydev,2.5.0.2012040618,"org.python.pydev",1375897306610
started,bundle,org.eclipse.dltk.validators.ui,0.9.0.v20070620,"org.eclipse.dltk.validators.ui",1375897306618
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375897309617
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375897311834
activated,view,com.mountainminds.eclemma.ui,2.2.1.201306092145,"com.mountainminds.eclemma.ui.CoverageView",1375897318339
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1375897336840
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1375897336981
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375897345295
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375897439290
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1375897440925
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375897459192
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375897461986
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1375897463167
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1375897486019
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1375897488236
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1375897501816
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1375897550842
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1375897551318
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1375897552030
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1375897570629
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1375897570651
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375897595851
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375897599437
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375897608996
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375897613495
