what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1373502789737
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1373502789738
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1373502789739
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1373502789741
started,bundle,edu.umd.cs.findbugs.plugin.eclipse,2.0.2.20121210,"edu.umd.cs.findbugs.plugin.eclipse",1373502789741
os,sysinfo,,,"macosx",1373502789744
arch,sysinfo,,,"x86_64",1373502789744
ws,sysinfo,,,"cocoa",1373502789744
locale,sysinfo,,,"en_US",1373502789744
processors,sysinfo,,,"4",1373502789744
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1373502789744
java.runtime.version,sysinfo,,,"1.6.0_45-b06-451-11M4406",1373502789744
java.specification.name,sysinfo,,,"Java Platform API Specification",1373502789744
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1373502789744
java.specification.version,sysinfo,,,"1.6",1373502789744
java.vendor,sysinfo,,,"Apple Inc.",1373502789744
java.version,sysinfo,,,"1.6.0_45",1373502789744
java.vm.info,sysinfo,,,"mixed mode",1373502789744
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1373502789744
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1373502789744
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1373502789744
java.vm.specification.version,sysinfo,,,"1.0",1373502789744
java.vm.vendor,sysinfo,,,"Apple Inc.",1373502789744
java.vm.version,sysinfo,,,"20.45-b01-451",1373502789744
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1373502789752
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1373502790760
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1373502790998
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1373502791020
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373502791068
started,bundle,com.objectaid.uml,1.1.2,"com.objectaid.uml",1373502791259
started,bundle,com.objectaid.uml.cls,1.1.2,"com.objectaid.uml.cls",1373502792277
